TR:BT549:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:Insulin,TR:NRG1,TR:PBS,TR:Serum,TR:GSK690693i,TR:PD173074i,DA:ALL,DV:4EBP1_pS65,DV:4EBP1_pT37_pT46,DV:ACC_pS79,DV:AKT_pS473,DV:AKT_pT308,DV:AMPK_pT172,DV:BAD_pS112,DV:CHK1_pS345,DV:CHK2_pT68,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:NDRG1_pT346,DV:NF-kB-p65_pS536,DV:PDK1_pS241,DV:PEA15_pS116,DV:PKC-alpha_pS657,DV:PKC-delta,DV:PKC-pan-betaII_pS660,DV:PRAS40_pT246,DV:Rb_pS807_S811,DV:Rictor_pT1135,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:STAT3_pY705,DV:Src_pY416,DV:Src_pY527,DV:TAZ_pS89,DV:YAP_pS127,DV:YB-1_PS102,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:mTOR_pS2448,DV:p27_pT157,DV:p27_pT198,DV:p38_pT180_Y182,DV:p70S6K_pT389,DV:p90RSK_pT359_S363
1,0,0,0,0,0,0,0,0,1,0,0,5.58582179228,8.81816051211,0.408738562725,11.0088943806,6.06647720574,1.07973196135,1.25387128131,1.11665220066,1.03647899508,0.278098534859,1.35937432457,1.1465812146,3.1583122283,1.73719792196,0.578370089633,0.794513871683,0.818441405045,0.327823756141,0.127853919464,0.33873031169,1.22567013643,1.01750516765,1.10030541445,3.54895797151,0.451850597786,1.44606569538,7.83541497742,0.854623952494,1.9979590868,4.61825017703,1.54986547774,0.813667593235,0.611370472284,1.50298328274,0.833679466825,4.78974261471,1.73728251653,1.0275879976,1.77010773129,0.993310650051,1.18237315632,0.698147793645,1.29814565158,0.790003302396,1.05979615671
1,0,0,0,0,0,0,0,0,0,0,0,7.33165936706,10.1050809819,0.358458903931,6.67056241659,3.25939616729,1.00774694099,1.38418201958,0.978706579572,0.878860736232,0.260356604048,1.26425144287,1.06802864041,4.83043148842,2.62029294654,0.531887080611,0.706978314674,0.773036322693,0.433800863449,0.131829771036,0.316299615943,1.31227436063,0.997928202487,1.21235794741,4.18671670392,0.434748643449,1.54375648467,8.66419774635,0.827153355635,2.53936331544,9.21390764066,2.6274104254,0.781511690334,0.581815770021,1.51353020793,0.870852569866,4.76835686773,1.83730613029,0.89175010426,1.80669545813,1.18067956327,1.0797908258,0.659156256641,1.26215931456,1.16524386112,0.997723604158
1,0,0,0,0,0,0,0,0,0,1,0,8.4743437376,11.0365439081,0.351975743593,7.59178347862,3.45274097192,1.19851978221,1.23580722758,0.950517119377,0.816262042281,0.257321102758,1.34839207938,1.0376358128,5.06067058628,2.74782354193,0.518879576633,0.695039385278,0.696368868722,0.156851652388,0.0999587203069,0.362323151339,1.23279601679,1.00725374703,1.50046234212,4.84243616169,0.423967071674,1.39941519789,9.36583474824,0.730956114077,2.56716612916,8.48148182991,2.71552938206,0.71238326388,0.583058512049,1.58274015377,0.958154397135,5.04402832079,1.79225975615,0.853053463751,1.53800662441,1.1425218428,1.09099384392,0.633876345177,1.22161466838,1.10709283503,0.959543563411
1,0,0,0,0,0,1,0,0,1,0,0,5.58582179228,8.81816051211,0.408738562725,11.0088943806,6.06647720574,1.07973196135,1.25387128131,1.11665220066,1.03647899508,0.278098534859,1.35937432457,1.1465812146,3.1583122283,1.73719792196,0.578370089633,0.794513871683,0.818441405045,0.327823756141,0.127853919464,0.33873031169,1.22567013643,1.01750516765,1.10030541445,3.54895797151,0.451850597786,1.44606569538,7.83541497742,0.854623952494,1.9979590868,4.61825017703,1.54986547774,0.813667593235,0.611370472284,1.50298328274,0.833679466825,4.78974261471,1.73728251653,1.0275879976,1.77010773129,0.993310650051,1.18237315632,0.698147793645,1.29814565158,0.790003302396,1.05979615671
1,0,1,0,0,0,0,0,0,1,0,0,5.58582179228,8.81816051211,0.408738562725,11.0088943806,6.06647720574,1.07973196135,1.25387128131,1.11665220066,1.03647899508,0.278098534859,1.35937432457,1.1465812146,3.1583122283,1.73719792196,0.578370089633,0.794513871683,0.818441405045,0.327823756141,0.127853919464,0.33873031169,1.22567013643,1.01750516765,1.10030541445,3.54895797151,0.451850597786,1.44606569538,7.83541497742,0.854623952494,1.9979590868,4.61825017703,1.54986547774,0.813667593235,0.611370472284,1.50298328274,0.833679466825,4.78974261471,1.73728251653,1.0275879976,1.77010773129,0.993310650051,1.18237315632,0.698147793645,1.29814565158,0.790003302396,1.05979615671
1,0,0,0,0,0,1,0,0,0,0,0,7.33165936706,10.1050809819,0.358458903931,6.67056241659,3.25939616729,1.00774694099,1.38418201958,0.978706579572,0.878860736232,0.260356604048,1.26425144287,1.06802864041,4.83043148842,2.62029294654,0.531887080611,0.706978314674,0.773036322693,0.433800863449,0.131829771036,0.316299615943,1.31227436063,0.997928202487,1.21235794741,4.18671670392,0.434748643449,1.54375648467,8.66419774635,0.827153355635,2.53936331544,9.21390764066,2.6274104254,0.781511690334,0.581815770021,1.51353020793,0.870852569866,4.76835686773,1.83730613029,0.89175010426,1.80669545813,1.18067956327,1.0797908258,0.659156256641,1.26215931456,1.16524386112,0.997723604158
1,0,1,0,0,0,0,0,0,0,0,0,7.33165936706,10.1050809819,0.358458903931,6.67056241659,3.25939616729,1.00774694099,1.38418201958,0.978706579572,0.878860736232,0.260356604048,1.26425144287,1.06802864041,4.83043148842,2.62029294654,0.531887080611,0.706978314674,0.773036322693,0.433800863449,0.131829771036,0.316299615943,1.31227436063,0.997928202487,1.21235794741,4.18671670392,0.434748643449,1.54375648467,8.66419774635,0.827153355635,2.53936331544,9.21390764066,2.6274104254,0.781511690334,0.581815770021,1.51353020793,0.870852569866,4.76835686773,1.83730613029,0.89175010426,1.80669545813,1.18067956327,1.0797908258,0.659156256641,1.26215931456,1.16524386112,0.997723604158
1,0,0,0,1,0,0,0,0,1,0,0,5.58582179228,8.81816051211,0.408738562725,11.0088943806,6.06647720574,1.07973196135,1.25387128131,1.11665220066,1.03647899508,0.278098534859,1.35937432457,1.1465812146,3.1583122283,1.73719792196,0.578370089633,0.794513871683,0.818441405045,0.327823756141,0.127853919464,0.33873031169,1.22567013643,1.01750516765,1.10030541445,3.54895797151,0.451850597786,1.44606569538,7.83541497742,0.854623952494,1.9979590868,4.61825017703,1.54986547774,0.813667593235,0.611370472284,1.50298328274,0.833679466825,4.78974261471,1.73728251653,1.0275879976,1.77010773129,0.993310650051,1.18237315632,0.698147793645,1.29814565158,0.790003302396,1.05979615671
1,0,0,0,0,0,0,1,0,1,0,0,5.58582179228,8.81816051211,0.408738562725,11.0088943806,6.06647720574,1.07973196135,1.25387128131,1.11665220066,1.03647899508,0.278098534859,1.35937432457,1.1465812146,3.1583122283,1.73719792196,0.578370089633,0.794513871683,0.818441405045,0.327823756141,0.127853919464,0.33873031169,1.22567013643,1.01750516765,1.10030541445,3.54895797151,0.451850597786,1.44606569538,7.83541497742,0.854623952494,1.9979590868,4.61825017703,1.54986547774,0.813667593235,0.611370472284,1.50298328274,0.833679466825,4.78974261471,1.73728251653,1.0275879976,1.77010773129,0.993310650051,1.18237315632,0.698147793645,1.29814565158,0.790003302396,1.05979615671
1,0,0,0,1,0,0,0,0,0,0,0,7.33165936706,10.1050809819,0.358458903931,6.67056241659,3.25939616729,1.00774694099,1.38418201958,0.978706579572,0.878860736232,0.260356604048,1.26425144287,1.06802864041,4.83043148842,2.62029294654,0.531887080611,0.706978314674,0.773036322693,0.433800863449,0.131829771036,0.316299615943,1.31227436063,0.997928202487,1.21235794741,4.18671670392,0.434748643449,1.54375648467,8.66419774635,0.827153355635,2.53936331544,9.21390764066,2.6274104254,0.781511690334,0.581815770021,1.51353020793,0.870852569866,4.76835686773,1.83730613029,0.89175010426,1.80669545813,1.18067956327,1.0797908258,0.659156256641,1.26215931456,1.16524386112,0.997723604158
