TR:BT20:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:Insulin,TR:NRG1,TR:PBS,TR:Serum,TR:GSK690693i,TR:GSK690693_GSK1120212i,TR:PD173074i,DA:ALL,DV:4EBP1_pS65,DV:4EBP1_pT37_pT46,DV:ACC_pS79,DV:AKT_pS473,DV:AKT_pT308,DV:AMPK_pT172,DV:BAD_pS112,DV:CHK1_pS345,DV:CHK2_pT68,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:EGFR_pY992,DV:ER-alpha_pS118,DV:FOXO3a_pS318_S321,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:NDRG1_pT346,DV:NF-kB-p65_pS536,DV:PDK1_pS241,DV:PEA15_pS116,DV:PKC-alpha_pS657,DV:PKC-delta,DV:PKC-pan-betaII_pS660,DV:PRAS40_pT246,DV:Rb_pS807_S811,DV:Rictor_pT1135,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:STAT3_pY705,DV:Src_pY416,DV:Src_pY527,DV:TAZ_pS89,DV:YAP_pS127,DV:YB-1_PS102,DV:c-JUN_pS73,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:mTOR_pS2448,DV:p27_pT157,DV:p27_pT198,DV:p38_pT180_Y182,DV:p70S6K_pT389,DV:p90RSK_pT359_S363
1,0,0,0,0,0,0,0,0,1,0,0,0,2.39903795751,3.47590515392,0.552578027075,5.10714502301,3.86940371894,1.98404801187,0.925859638103,1.09708749614,0.98566811573,0.450061361918,1.36775594563,0.220701074296,0.901975311774,1.10870153765,2.2532452033,1.89648321071,0.916794378474,0.433584966167,0.347370693152,0.458000916757,1.13671674357,0.285802676963,0.922797422266,2.3009844506,4.76092391449,0.358433675927,0.948553068397,2.27776205408,6.32406263736,2.961217122,1.26359388804,0.276122838505,0.27490366517,0.489614837778,1.23771770582,2.08862816835,1.62346703375,3.8194722368,0.782670922601,0.219596427717,0.712589107346,1.08638937836,0.98606636905,0.623558247302,0.840316342509,0.855453035138,0.35482782751,0.352897974731
1,0,0,0,0,0,0,0,0,0,1,0,0,2.33151337056,3.39267910779,0.536978290443,5.4205258445,4.07525630686,1.86555641115,0.860409565996,1.11186878876,0.96686233566,0.497715233877,1.39790184857,0.224144771342,0.925792413434,1.09828696638,2.18387213015,1.84432915032,0.969043549453,0.440360970664,0.351376985109,0.102816819666,0.728516812081,0.296786366174,0.88603434021,2.35928303931,4.58908693612,0.361293804627,0.969772091523,2.21891425643,6.38911992069,2.96336066917,1.19540952723,0.183671849401,0.180460621943,0.486505028778,1.21157020979,2.08243941165,1.62606735374,3.96979631847,0.780859137099,0.214137253648,0.7189763674,1.06020298737,0.917136266627,0.630538993245,0.864309119059,0.86415269522,0.307717395603,0.323835237475
1,0,0,0,0,0,0,0,0,0,0,1,0,2.87162912369,4.06713076092,0.508103581548,2.12553025596,2.06763394027,1.94642479718,0.962693633566,1.11663343983,0.99815819925,0.46468899255,1.36720906167,0.222773173591,0.876443875043,1.11996721543,3.03130008902,2.52402867735,0.927121198482,0.450026996555,0.346629875759,0.430520120999,1.08643348846,0.290073186028,1.04914781653,2.41566012437,4.05994802173,0.362923374576,0.946496078706,2.28445514809,8.42539063294,3.03342126575,1.80876753419,0.566232626069,0.590983411671,0.47587052914,1.19886554896,2.09424796833,1.67407634893,4.10291160024,0.754709450131,0.213710726667,0.71189573152,1.14234209667,1.15495860956,0.608390747592,0.846201434164,0.879672942559,0.579727855218,0.347867590197
1,0,0,0,0,0,0,0,0,0,0,0,0,2.65913110277,3.83558255439,0.514318940208,2.24995889756,2.10188653883,1.80058088243,0.960165816779,1.09215699035,0.989843501207,0.457685461688,1.35239626297,0.216371484028,0.879593372283,1.12929090378,2.96792872376,2.55008540314,0.942314634189,0.431660920659,0.353314739538,0.492528475817,1.20859369498,0.307495489508,1.01041303355,2.31879997584,4.21710011861,0.36296901174,0.995863856533,2.23770609668,7.13911277337,2.99449525989,1.75201775693,0.515881646198,0.508752486118,0.490433512615,1.22675238649,2.05341966655,1.61779130429,3.62189792805,0.813681256705,0.219002514474,0.720512805459,1.12201723731,1.16913459737,0.643094838862,0.865448840171,0.892013286959,0.584611547907,0.366447950862
1,0,1,0,0,0,0,0,0,1,0,0,0,2.39903795751,3.47590515392,0.552578027075,5.10714502301,3.86940371894,1.98404801187,0.925859638103,1.09708749614,0.98566811573,0.450061361918,1.36775594563,0.220701074296,0.901975311774,1.10870153765,2.2532452033,1.89648321071,0.916794378474,0.433584966167,0.347370693152,0.458000916757,1.13671674357,0.285802676963,0.922797422266,2.3009844506,4.76092391449,0.358433675927,0.948553068397,2.27776205408,6.32406263736,2.961217122,1.26359388804,0.276122838505,0.27490366517,0.489614837778,1.23771770582,2.08862816835,1.62346703375,3.8194722368,0.782670922601,0.219596427717,0.712589107346,1.08638937836,0.98606636905,0.623558247302,0.840316342509,0.855453035138,0.35482782751,0.352897974731
1,0,0,0,0,1,0,0,0,1,0,0,0,2.39903795751,3.47590515392,0.552578027075,5.10714502301,3.86940371894,1.98404801187,0.925859638103,1.09708749614,0.98566811573,0.450061361918,1.36775594563,0.220701074296,0.901975311774,1.10870153765,2.2532452033,1.89648321071,0.916794378474,0.433584966167,0.347370693152,0.458000916757,1.13671674357,0.285802676963,0.922797422266,2.3009844506,4.76092391449,0.358433675927,0.948553068397,2.27776205408,6.32406263736,2.961217122,1.26359388804,0.276122838505,0.27490366517,0.489614837778,1.23771770582,2.08862816835,1.62346703375,3.8194722368,0.782670922601,0.219596427717,0.712589107346,1.08638937836,0.98606636905,0.623558247302,0.840316342509,0.855453035138,0.35482782751,0.352897974731
1,0,1,0,0,0,0,0,0,0,1,0,0,2.33151337056,3.39267910779,0.536978290443,5.4205258445,4.07525630686,1.86555641115,0.860409565996,1.11186878876,0.96686233566,0.497715233877,1.39790184857,0.224144771342,0.925792413434,1.09828696638,2.18387213015,1.84432915032,0.969043549453,0.440360970664,0.351376985109,0.102816819666,0.728516812081,0.296786366174,0.88603434021,2.35928303931,4.58908693612,0.361293804627,0.969772091523,2.21891425643,6.38911992069,2.96336066917,1.19540952723,0.183671849401,0.180460621943,0.486505028778,1.21157020979,2.08243941165,1.62606735374,3.96979631847,0.780859137099,0.214137253648,0.7189763674,1.06020298737,0.917136266627,0.630538993245,0.864309119059,0.86415269522,0.307717395603,0.323835237475
1,0,0,0,0,1,0,0,0,0,1,0,0,2.33151337056,3.39267910779,0.536978290443,5.4205258445,4.07525630686,1.86555641115,0.860409565996,1.11186878876,0.96686233566,0.497715233877,1.39790184857,0.224144771342,0.925792413434,1.09828696638,2.18387213015,1.84432915032,0.969043549453,0.440360970664,0.351376985109,0.102816819666,0.728516812081,0.296786366174,0.88603434021,2.35928303931,4.58908693612,0.361293804627,0.969772091523,2.21891425643,6.38911992069,2.96336066917,1.19540952723,0.183671849401,0.180460621943,0.486505028778,1.21157020979,2.08243941165,1.62606735374,3.96979631847,0.780859137099,0.214137253648,0.7189763674,1.06020298737,0.917136266627,0.630538993245,0.864309119059,0.86415269522,0.307717395603,0.323835237475
1,0,1,0,0,0,0,0,0,0,0,1,0,2.87162912369,4.06713076092,0.508103581548,2.12553025596,2.06763394027,1.94642479718,0.962693633566,1.11663343983,0.99815819925,0.46468899255,1.36720906167,0.222773173591,0.876443875043,1.11996721543,3.03130008902,2.52402867735,0.927121198482,0.450026996555,0.346629875759,0.430520120999,1.08643348846,0.290073186028,1.04914781653,2.41566012437,4.05994802173,0.362923374576,0.946496078706,2.28445514809,8.42539063294,3.03342126575,1.80876753419,0.566232626069,0.590983411671,0.47587052914,1.19886554896,2.09424796833,1.67407634893,4.10291160024,0.754709450131,0.213710726667,0.71189573152,1.14234209667,1.15495860956,0.608390747592,0.846201434164,0.879672942559,0.579727855218,0.347867590197
1,0,0,0,0,1,0,0,0,0,0,1,0,2.87162912369,4.06713076092,0.508103581548,2.12553025596,2.06763394027,1.94642479718,0.962693633566,1.11663343983,0.99815819925,0.46468899255,1.36720906167,0.222773173591,0.876443875043,1.11996721543,3.03130008902,2.52402867735,0.927121198482,0.450026996555,0.346629875759,0.430520120999,1.08643348846,0.290073186028,1.04914781653,2.41566012437,4.05994802173,0.362923374576,0.946496078706,2.28445514809,8.42539063294,3.03342126575,1.80876753419,0.566232626069,0.590983411671,0.47587052914,1.19886554896,2.09424796833,1.67407634893,4.10291160024,0.754709450131,0.213710726667,0.71189573152,1.14234209667,1.15495860956,0.608390747592,0.846201434164,0.879672942559,0.579727855218,0.347867590197
1,0,1,0,0,0,0,0,0,0,0,0,0,2.65913110277,3.83558255439,0.514318940208,2.24995889756,2.10188653883,1.80058088243,0.960165816779,1.09215699035,0.989843501207,0.457685461688,1.35239626297,0.216371484028,0.879593372283,1.12929090378,2.96792872376,2.55008540314,0.942314634189,0.431660920659,0.353314739538,0.492528475817,1.20859369498,0.307495489508,1.01041303355,2.31879997584,4.21710011861,0.36296901174,0.995863856533,2.23770609668,7.13911277337,2.99449525989,1.75201775693,0.515881646198,0.508752486118,0.490433512615,1.22675238649,2.05341966655,1.61779130429,3.62189792805,0.813681256705,0.219002514474,0.720512805459,1.12201723731,1.16913459737,0.643094838862,0.865448840171,0.892013286959,0.584611547907,0.366447950862
1,0,0,0,0,1,0,0,0,0,0,0,0,2.65913110277,3.83558255439,0.514318940208,2.24995889756,2.10188653883,1.80058088243,0.960165816779,1.09215699035,0.989843501207,0.457685461688,1.35239626297,0.216371484028,0.879593372283,1.12929090378,2.96792872376,2.55008540314,0.942314634189,0.431660920659,0.353314739538,0.492528475817,1.20859369498,0.307495489508,1.01041303355,2.31879997584,4.21710011861,0.36296901174,0.995863856533,2.23770609668,7.13911277337,2.99449525989,1.75201775693,0.515881646198,0.508752486118,0.490433512615,1.22675238649,2.05341966655,1.61779130429,3.62189792805,0.813681256705,0.219002514474,0.720512805459,1.12201723731,1.16913459737,0.643094838862,0.865448840171,0.892013286959,0.584611547907,0.366447950862
1,1,0,0,0,0,0,0,0,1,0,0,0,2.39903795751,3.47590515392,0.552578027075,5.10714502301,3.86940371894,1.98404801187,0.925859638103,1.09708749614,0.98566811573,0.450061361918,1.36775594563,0.220701074296,0.901975311774,1.10870153765,2.2532452033,1.89648321071,0.916794378474,0.433584966167,0.347370693152,0.458000916757,1.13671674357,0.285802676963,0.922797422266,2.3009844506,4.76092391449,0.358433675927,0.948553068397,2.27776205408,6.32406263736,2.961217122,1.26359388804,0.276122838505,0.27490366517,0.489614837778,1.23771770582,2.08862816835,1.62346703375,3.8194722368,0.782670922601,0.219596427717,0.712589107346,1.08638937836,0.98606636905,0.623558247302,0.840316342509,0.855453035138,0.35482782751,0.352897974731
1,0,0,0,1,0,0,0,0,1,0,0,0,2.39903795751,3.47590515392,0.552578027075,5.10714502301,3.86940371894,1.98404801187,0.925859638103,1.09708749614,0.98566811573,0.450061361918,1.36775594563,0.220701074296,0.901975311774,1.10870153765,2.2532452033,1.89648321071,0.916794378474,0.433584966167,0.347370693152,0.458000916757,1.13671674357,0.285802676963,0.922797422266,2.3009844506,4.76092391449,0.358433675927,0.948553068397,2.27776205408,6.32406263736,2.961217122,1.26359388804,0.276122838505,0.27490366517,0.489614837778,1.23771770582,2.08862816835,1.62346703375,3.8194722368,0.782670922601,0.219596427717,0.712589107346,1.08638937836,0.98606636905,0.623558247302,0.840316342509,0.855453035138,0.35482782751,0.352897974731
1,1,0,0,0,0,0,0,0,0,1,0,0,2.33151337056,3.39267910779,0.536978290443,5.4205258445,4.07525630686,1.86555641115,0.860409565996,1.11186878876,0.96686233566,0.497715233877,1.39790184857,0.224144771342,0.925792413434,1.09828696638,2.18387213015,1.84432915032,0.969043549453,0.440360970664,0.351376985109,0.102816819666,0.728516812081,0.296786366174,0.88603434021,2.35928303931,4.58908693612,0.361293804627,0.969772091523,2.21891425643,6.38911992069,2.96336066917,1.19540952723,0.183671849401,0.180460621943,0.486505028778,1.21157020979,2.08243941165,1.62606735374,3.96979631847,0.780859137099,0.214137253648,0.7189763674,1.06020298737,0.917136266627,0.630538993245,0.864309119059,0.86415269522,0.307717395603,0.323835237475
1,1,0,0,0,0,0,0,0,0,0,1,0,2.87162912369,4.06713076092,0.508103581548,2.12553025596,2.06763394027,1.94642479718,0.962693633566,1.11663343983,0.99815819925,0.46468899255,1.36720906167,0.222773173591,0.876443875043,1.11996721543,3.03130008902,2.52402867735,0.927121198482,0.450026996555,0.346629875759,0.430520120999,1.08643348846,0.290073186028,1.04914781653,2.41566012437,4.05994802173,0.362923374576,0.946496078706,2.28445514809,8.42539063294,3.03342126575,1.80876753419,0.566232626069,0.590983411671,0.47587052914,1.19886554896,2.09424796833,1.67407634893,4.10291160024,0.754709450131,0.213710726667,0.71189573152,1.14234209667,1.15495860956,0.608390747592,0.846201434164,0.879672942559,0.579727855218,0.347867590197
1,0,0,0,1,0,0,0,0,0,0,1,0,2.87162912369,4.06713076092,0.508103581548,2.12553025596,2.06763394027,1.94642479718,0.962693633566,1.11663343983,0.99815819925,0.46468899255,1.36720906167,0.222773173591,0.876443875043,1.11996721543,3.03130008902,2.52402867735,0.927121198482,0.450026996555,0.346629875759,0.430520120999,1.08643348846,0.290073186028,1.04914781653,2.41566012437,4.05994802173,0.362923374576,0.946496078706,2.28445514809,8.42539063294,3.03342126575,1.80876753419,0.566232626069,0.590983411671,0.47587052914,1.19886554896,2.09424796833,1.67407634893,4.10291160024,0.754709450131,0.213710726667,0.71189573152,1.14234209667,1.15495860956,0.608390747592,0.846201434164,0.879672942559,0.579727855218,0.347867590197
1,1,0,0,0,0,0,0,0,0,0,0,0,2.65913110277,3.83558255439,0.514318940208,2.24995889756,2.10188653883,1.80058088243,0.960165816779,1.09215699035,0.989843501207,0.457685461688,1.35239626297,0.216371484028,0.879593372283,1.12929090378,2.96792872376,2.55008540314,0.942314634189,0.431660920659,0.353314739538,0.492528475817,1.20859369498,0.307495489508,1.01041303355,2.31879997584,4.21710011861,0.36296901174,0.995863856533,2.23770609668,7.13911277337,2.99449525989,1.75201775693,0.515881646198,0.508752486118,0.490433512615,1.22675238649,2.05341966655,1.61779130429,3.62189792805,0.813681256705,0.219002514474,0.720512805459,1.12201723731,1.16913459737,0.643094838862,0.865448840171,0.892013286959,0.584611547907,0.366447950862
1,0,0,0,1,0,0,0,0,0,0,0,0,2.65913110277,3.83558255439,0.514318940208,2.24995889756,2.10188653883,1.80058088243,0.960165816779,1.09215699035,0.989843501207,0.457685461688,1.35239626297,0.216371484028,0.879593372283,1.12929090378,2.96792872376,2.55008540314,0.942314634189,0.431660920659,0.353314739538,0.492528475817,1.20859369498,0.307495489508,1.01041303355,2.31879997584,4.21710011861,0.36296901174,0.995863856533,2.23770609668,7.13911277337,2.99449525989,1.75201775693,0.515881646198,0.508752486118,0.490433512615,1.22675238649,2.05341966655,1.61779130429,3.62189792805,0.813681256705,0.219002514474,0.720512805459,1.12201723731,1.16913459737,0.643094838862,0.865448840171,0.892013286959,0.584611547907,0.366447950862
1,0,0,1,0,0,0,0,0,1,0,0,0,2.39903795751,3.47590515392,0.552578027075,5.10714502301,3.86940371894,1.98404801187,0.925859638103,1.09708749614,0.98566811573,0.450061361918,1.36775594563,0.220701074296,0.901975311774,1.10870153765,2.2532452033,1.89648321071,0.916794378474,0.433584966167,0.347370693152,0.458000916757,1.13671674357,0.285802676963,0.922797422266,2.3009844506,4.76092391449,0.358433675927,0.948553068397,2.27776205408,6.32406263736,2.961217122,1.26359388804,0.276122838505,0.27490366517,0.489614837778,1.23771770582,2.08862816835,1.62346703375,3.8194722368,0.782670922601,0.219596427717,0.712589107346,1.08638937836,0.98606636905,0.623558247302,0.840316342509,0.855453035138,0.35482782751,0.352897974731
1,0,0,0,0,0,0,0,1,1,0,0,0,2.39903795751,3.47590515392,0.552578027075,5.10714502301,3.86940371894,1.98404801187,0.925859638103,1.09708749614,0.98566811573,0.450061361918,1.36775594563,0.220701074296,0.901975311774,1.10870153765,2.2532452033,1.89648321071,0.916794378474,0.433584966167,0.347370693152,0.458000916757,1.13671674357,0.285802676963,0.922797422266,2.3009844506,4.76092391449,0.358433675927,0.948553068397,2.27776205408,6.32406263736,2.961217122,1.26359388804,0.276122838505,0.27490366517,0.489614837778,1.23771770582,2.08862816835,1.62346703375,3.8194722368,0.782670922601,0.219596427717,0.712589107346,1.08638937836,0.98606636905,0.623558247302,0.840316342509,0.855453035138,0.35482782751,0.352897974731
1,0,0,1,0,0,0,0,0,0,1,0,0,2.33151337056,3.39267910779,0.536978290443,5.4205258445,4.07525630686,1.86555641115,0.860409565996,1.11186878876,0.96686233566,0.497715233877,1.39790184857,0.224144771342,0.925792413434,1.09828696638,2.18387213015,1.84432915032,0.969043549453,0.440360970664,0.351376985109,0.102816819666,0.728516812081,0.296786366174,0.88603434021,2.35928303931,4.58908693612,0.361293804627,0.969772091523,2.21891425643,6.38911992069,2.96336066917,1.19540952723,0.183671849401,0.180460621943,0.486505028778,1.21157020979,2.08243941165,1.62606735374,3.96979631847,0.780859137099,0.214137253648,0.7189763674,1.06020298737,0.917136266627,0.630538993245,0.864309119059,0.86415269522,0.307717395603,0.323835237475
1,0,0,0,0,0,0,0,1,0,1,0,0,2.33151337056,3.39267910779,0.536978290443,5.4205258445,4.07525630686,1.86555641115,0.860409565996,1.11186878876,0.96686233566,0.497715233877,1.39790184857,0.224144771342,0.925792413434,1.09828696638,2.18387213015,1.84432915032,0.969043549453,0.440360970664,0.351376985109,0.102816819666,0.728516812081,0.296786366174,0.88603434021,2.35928303931,4.58908693612,0.361293804627,0.969772091523,2.21891425643,6.38911992069,2.96336066917,1.19540952723,0.183671849401,0.180460621943,0.486505028778,1.21157020979,2.08243941165,1.62606735374,3.96979631847,0.780859137099,0.214137253648,0.7189763674,1.06020298737,0.917136266627,0.630538993245,0.864309119059,0.86415269522,0.307717395603,0.323835237475
1,0,0,1,0,0,0,0,0,0,0,1,0,2.87162912369,4.06713076092,0.508103581548,2.12553025596,2.06763394027,1.94642479718,0.962693633566,1.11663343983,0.99815819925,0.46468899255,1.36720906167,0.222773173591,0.876443875043,1.11996721543,3.03130008902,2.52402867735,0.927121198482,0.450026996555,0.346629875759,0.430520120999,1.08643348846,0.290073186028,1.04914781653,2.41566012437,4.05994802173,0.362923374576,0.946496078706,2.28445514809,8.42539063294,3.03342126575,1.80876753419,0.566232626069,0.590983411671,0.47587052914,1.19886554896,2.09424796833,1.67407634893,4.10291160024,0.754709450131,0.213710726667,0.71189573152,1.14234209667,1.15495860956,0.608390747592,0.846201434164,0.879672942559,0.579727855218,0.347867590197
1,0,0,0,0,0,0,0,1,0,0,1,0,2.87162912369,4.06713076092,0.508103581548,2.12553025596,2.06763394027,1.94642479718,0.962693633566,1.11663343983,0.99815819925,0.46468899255,1.36720906167,0.222773173591,0.876443875043,1.11996721543,3.03130008902,2.52402867735,0.927121198482,0.450026996555,0.346629875759,0.430520120999,1.08643348846,0.290073186028,1.04914781653,2.41566012437,4.05994802173,0.362923374576,0.946496078706,2.28445514809,8.42539063294,3.03342126575,1.80876753419,0.566232626069,0.590983411671,0.47587052914,1.19886554896,2.09424796833,1.67407634893,4.10291160024,0.754709450131,0.213710726667,0.71189573152,1.14234209667,1.15495860956,0.608390747592,0.846201434164,0.879672942559,0.579727855218,0.347867590197
1,0,0,1,0,0,0,0,0,0,0,0,0,2.65913110277,3.83558255439,0.514318940208,2.24995889756,2.10188653883,1.80058088243,0.960165816779,1.09215699035,0.989843501207,0.457685461688,1.35239626297,0.216371484028,0.879593372283,1.12929090378,2.96792872376,2.55008540314,0.942314634189,0.431660920659,0.353314739538,0.492528475817,1.20859369498,0.307495489508,1.01041303355,2.31879997584,4.21710011861,0.36296901174,0.995863856533,2.23770609668,7.13911277337,2.99449525989,1.75201775693,0.515881646198,0.508752486118,0.490433512615,1.22675238649,2.05341966655,1.61779130429,3.62189792805,0.813681256705,0.219002514474,0.720512805459,1.12201723731,1.16913459737,0.643094838862,0.865448840171,0.892013286959,0.584611547907,0.366447950862
1,0,0,0,0,0,0,0,1,0,0,0,0,2.65913110277,3.83558255439,0.514318940208,2.24995889756,2.10188653883,1.80058088243,0.960165816779,1.09215699035,0.989843501207,0.457685461688,1.35239626297,0.216371484028,0.879593372283,1.12929090378,2.96792872376,2.55008540314,0.942314634189,0.431660920659,0.353314739538,0.492528475817,1.20859369498,0.307495489508,1.01041303355,2.31879997584,4.21710011861,0.36296901174,0.995863856533,2.23770609668,7.13911277337,2.99449525989,1.75201775693,0.515881646198,0.508752486118,0.490433512615,1.22675238649,2.05341966655,1.61779130429,3.62189792805,0.813681256705,0.219002514474,0.720512805459,1.12201723731,1.16913459737,0.643094838862,0.865448840171,0.892013286959,0.584611547907,0.366447950862
