262	1.000000
211	1.000000
227	1.000000
314	1.000000
205	1.000000
299	1.000000
221	1.000000
284	1.000000
269	1.000000
219	1.000000
337	1.000000
285	1.000000
348	1.000000
344	1.000000
203	1.000000
261	1.000000
236	0.999998
326	0.999913
239	0.988829
340	0.885433
222	0.395528
263	0.005962
250	0.001361
188	0.000358
183	0.000274
213	0.000116
194	0.000064
357	0.000034
328	0.000020
256	0.000008
268	0.000005
245	0.000002
315	0.000002
270	0.000001
323	0.000001
301	0.000000
184	0.000000
201	0.000000
226	0.000000
346	0.000000
224	0.000000
198	0.000000
345	0.000000
304	0.000000
228	0.000000
225	0.000000
332	0.000000
181	0.000000
217	0.000000
324	0.000000
331	0.000000
288	0.000000
195	0.000000
243	0.000000
267	0.000000
200	0.000000
274	0.000000
266	0.000000
232	0.000000
339	0.000000
317	0.000000
287	0.000000
246	0.000000
252	0.000000
238	0.000000
187	0.000000
307	0.000000
355	0.000000
295	0.000000
349	0.000000
215	0.000000
353	0.000000
305	0.000000
341	0.000000
335	0.000000
197	0.000000
241	0.000000
321	0.000000
223	0.000000
218	0.000000
325	0.000000
229	0.000000
351	0.000000
330	0.000000
220	0.000000
273	0.000000
199	0.000000
212	0.000000
272	0.000000
359	0.000000
310	0.000000
283	0.000000
209	0.000000
182	0.000000
202	0.000000
313	0.000000
180	0.000000
264	0.000000
289	0.000000
204	0.000000
230	0.000000
233	0.000000
336	0.000000
190	0.000000
186	0.000000
300	0.000000
319	0.000000
312	0.000000
293	0.000000
356	0.000000
291	0.000000
185	0.000000
249	0.000000
292	0.000000
257	0.000000
206	0.000000
242	0.000000
354	0.000000
294	0.000000
297	0.000000
207	0.000000
258	0.000000
302	0.000000
196	0.000000
281	0.000000
189	0.000000
322	0.000000
358	0.000000
311	0.000000
296	0.000000
306	0.000000
342	0.000000
251	0.000000
327	0.000000
248	0.000000
193	0.000000
255	0.000000
279	0.000000
210	0.000000
216	0.000000
282	0.000000
237	0.000000
350	0.000000
265	0.000000
240	0.000000
191	0.000000
308	0.000000
244	0.000000
286	0.000000
277	0.000000
303	0.000000
235	0.000000
231	0.000000
280	0.000000
343	0.000000
278	0.000000
352	0.000000
208	0.000000
309	0.000000
333	0.000000
192	0.000000
298	0.000000
260	0.000000
334	0.000000
347	0.000000
247	0.000000
338	0.000000
259	0.000000
276	0.000000
318	0.000000
329	0.000000
214	0.000000
316	0.000000
253	0.000000
320	0.000000
290	0.000000
271	0.000000
254	0.000000
275	0.000000
234	0.000000
