180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	1
204	0
205	1
206	0
207	0
208	0
209	0
210	0
211	1
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	1
220	0
221	1
222	0
223	0
224	0
225	0
226	0
227	1
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	1
237	0
238	0
239	1
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	1
262	1
263	0
264	0
265	0
266	0
267	0
268	0
269	1
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	1
285	1
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	1
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	1
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	1
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	1
338	0
339	0
340	1
341	0
342	0
343	0
344	1
345	0
346	0
347	0
348	1
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
